trace_id,batch_start,initial_pce,final_pce,pce_min,pce_max,degradation_rate_pct_per_khr,early_slope_pct_per_khr,pce_noise_std,t80_hours,t80_censored,reaches_t80_in_window,n_points,batch_id,batch_size
1042,2020-05-19 15:10:00,12.3143,4.4585,4.4453,12.6195,36.5572,196.9667,0.84566,8.715,False,True,900,43,28
1043,2020-05-19 15:10:00,13.1839,5.0417,4.9908,13.2745,37.1251,188.2386,0.81729,8.492,False,True,900,43,28
1044,2020-05-19 15:10:00,16.2886,16.1075,16.0379,16.7725,3.1989,-22.0925,0.1231,,True,False,900,43,28
1045,2020-05-19 15:10:00,13.4164,12.5135,12.4722,15.1866,14.3067,31.3287,0.18221,,True,False,900,43,28
1046,2020-05-19 15:10:00,15.3642,13.868,13.8625,16.2825,15.6512,8.0022,0.08401,,True,False,900,43,28
1047,2020-05-19 15:10:00,16.825,16.3625,16.3517,17.5376,6.8857,-34.4461,0.16449,,True,False,900,43,28
1048,2020-05-19 15:10:00,16.2856,13.2037,13.1885,17.0488,28.1286,-30.0007,0.36223,,True,False,900,43,28
1049,2020-05-19 15:10:00,15.3475,14.7224,14.7098,17.0728,14.704,1.9323,0.14324,,True,False,900,43,28
1050,2020-05-19 15:10:00,15.1397,15.3473,14.9831,16.3956,5.7391,-40.7595,0.16775,,True,False,900,43,28
1051,2020-05-19 15:10:00,16.1724,15.7287,15.6937,16.7915,6.3319,-22.0125,0.11298,,True,False,900,43,28
1052,2020-05-19 15:10:00,16.2594,15.6591,15.609,16.7611,4.4475,-30.1151,0.14387,,True,False,900,43,28
1053,2020-05-19 15:10:00,13.6294,13.1675,13.1525,13.6693,1.6064,9.9356,0.06807,,True,False,900,43,28
1054,2020-05-19 15:10:00,14.1326,13.8263,13.8042,14.4475,3.9664,-2.6902,0.04366,,True,False,900,43,28
1055,2020-05-19 15:10:00,12.4567,12.2863,12.2736,12.7806,2.001,1.1958,0.08139,,True,False,900,43,28
1056,2020-05-19 15:10:00,13.1351,14.2534,12.8591,14.8019,2.1823,-34.478,0.16658,,True,False,900,43,28
1057,2020-05-19 15:10:00,11.5493,8.4033,8.295,12.3223,21.9682,71.1883,0.45997,58.499,False,True,900,43,28
1058,2020-05-19 15:10:00,1.7659,7.815,1.014,8.4361,-14.2162,-206.0377,0.82635,,True,False,900,43,28
1059,2020-05-19 15:10:00,5.3812,8.0171,4.7668,8.4585,-14.3511,12.1003,0.71711,,True,False,900,43,28
1060,2020-05-19 15:10:00,10.9743,10.9901,10.8055,12.6136,9.9532,-9.572,0.13717,,True,False,900,43,28
1061,2020-10-02 18:20:00,15.9411,10.2065,10.2026,16.02,39.1294,48.1893,0.21112,68.595,False,True,900,44,20
1062,2020-10-02 18:20:00,15.7244,10.3284,10.3132,15.8247,37.2512,51.7715,0.25627,65.573,False,True,900,44,20
1063,2020-10-02 18:20:00,15.4583,10.319,10.3065,15.5747,35.644,47.2898,0.24497,73.832,False,True,900,44,20
1064,2020-10-02 18:20:00,15.7426,10.7798,10.7651,15.785,31.3693,63.5908,0.33924,63.41,False,True,900,44,20
1065,2020-10-02 18:20:00,15.3548,9.9483,9.9385,15.443,33.1641,73.7319,0.36465,51.982,False,True,900,44,20
1066,2020-10-02 18:20:00,15.6389,10.3614,10.3516,15.745,32.803,74.9624,0.37163,54.989,False,True,900,44,20
1067,2020-10-02 18:20:00,15.3586,9.6358,9.6291,15.4192,35.8434,77.8663,0.37745,48.318,False,True,900,44,20
1068,2020-10-02 18:20:00,13.7503,9.9464,9.6257,13.8613,28.7034,39.9747,0.2137,95.765,False,True,900,44,20
1069,2020-10-02 18:20:00,13.0521,10.1436,10.1199,13.0939,13.1017,56.5021,0.22812,116.612,False,True,900,44,20
1070,2020-10-02 18:20:00,13.4659,10.4383,10.4263,13.5305,16.4314,45.2536,0.15786,119.149,False,True,900,44,20
1071,2020-10-02 18:20:00,12.7649,9.8703,9.8587,12.82,14.6552,49.2212,0.16084,115.485,False,True,900,44,20
1072,2020-10-02 18:20:00,12.8339,9.5899,9.5837,12.9926,24.6002,6.3793,0.08872,115.447,False,True,900,44,20
1073,2020-10-02 18:20:00,13.3051,10.5365,10.5277,13.333,18.9748,25.2659,0.10973,137.522,False,True,900,44,20
1074,2020-10-02 18:20:00,14.4705,10.4345,10.4208,14.6669,27.4936,48.8104,0.23414,82.363,False,True,900,44,20
1075,2020-10-02 18:20:00,13.7339,10.454,10.4346,13.7544,22.9175,28.3867,0.1853,104.029,False,True,900,44,20
1076,2020-10-02 18:20:00,9.8991,11.2829,9.6831,13.3536,3.4404,-116.8731,0.80156,,True,False,900,44,20
1077,2020-10-02 18:20:00,9.9573,11.5982,9.6633,14.0898,5.5682,-149.1608,0.92411,,True,False,900,44,20
1078,2020-10-02 18:20:00,10.1832,12.3466,9.8783,14.1627,0.8947,-140.2944,0.82219,,True,False,900,44,20
1079,2020-10-02 18:20:00,8.0324,8.1705,7.8557,9.2011,6.7899,-11.6952,0.14872,,True,False,900,44,20
1080,2020-10-02 18:20:00,8.909,9.0318,8.8255,9.5808,3.1188,-14.1518,0.07285,,True,False,900,44,20
1081,2021-04-15 20:10:00,12.253,14.6239,12.103,14.6801,-5.0265,-22.9883,0.23002,,True,False,900,45,26
1082,2021-04-15 20:10:00,16.1527,17.2875,15.8427,17.8961,-2.8979,-70.2143,0.38817,,True,False,900,45,26
1083,2021-04-15 20:10:00,16.1478,17.4289,15.6545,18.1137,-4.8966,-86.0783,0.49423,,True,False,900,45,26
1084,2021-04-15 20:10:00,15.8929,17.3992,15.5569,18.3026,-1.8908,-108.1397,0.52369,,True,False,900,45,26
1085,2021-04-15 20:10:00,15.1277,16.3366,14.8509,17.4041,5.3764,-42.9713,0.2178,,True,False,900,45,26
1086,2021-04-15 20:10:00,0.0643,16.6129,0.0396,17.1837,-17.405,-645.2407,2.7836,,True,False,900,45,26
1087,2021-04-15 20:10:00,14.5853,16.3146,14.343,16.4163,-3.3182,-23.3312,0.21776,,True,False,900,45,26
1088,2021-04-15 20:10:00,0.0805,15.6237,0.0772,15.796,-56.4028,-887.2475,3.9319,,True,False,900,45,26
1089,2021-04-15 20:10:00,13.0275,15.4459,12.3864,15.7743,-11.2227,-101.0984,0.53498,,True,False,900,45,26
1090,2021-04-15 20:10:00,15.6401,16.3152,15.3146,18.2959,11.6058,-27.582,0.23521,,True,False,900,45,26
1091,2021-04-15 20:10:00,4.5206,15.7252,0.5383,16.0435,-15.1604,-163.8436,0.84109,,True,False,900,45,26
1092,2021-04-15 20:10:00,15.5079,16.3336,15.1916,18.287,11.1571,-19.3212,0.22844,,True,False,900,45,26
1093,2021-04-15 20:10:00,16.1249,17.7651,10.0243,20.8123,-0.7828,-31.5881,0.46574,,True,False,900,45,26
1094,2021-04-15 20:10:00,0.076,18.228,0.0549,19.1817,-8.985,-510.2511,2.41403,,True,False,900,45,26
1095,2021-04-15 20:10:00,14.2136,17.6121,9.8921,22.0767,-4.2171,-83.0503,0.57958,,True,False,900,45,26
1096,2021-04-15 20:10:00,18.926,18.3615,10.6509,19.4836,7.9749,-13.0124,0.42864,,True,False,900,45,26
1097,2021-04-15 20:10:00,17.0957,17.501,10.0392,21.1691,5.8278,-25.4597,0.45933,,True,False,900,45,26
1098,2021-04-15 20:10:00,17.1557,17.8526,14.8949,18.5196,4.1298,-24.9637,0.20481,,True,False,900,45,26
1099,2021-04-15 20:10:00,16.5554,17.8331,14.7249,18.4277,5.0279,-47.2657,0.39815,,True,False,900,45,26
1100,2021-04-15 20:10:00,6.1615,6.3654,5.98,11.1531,30.203,-156.1998,0.80132,,True,False,900,45,26
1101,2021-04-15 20:10:00,7.4043,9.5912,7.2372,12.5426,14.4539,-152.3483,0.75681,,True,False,900,45,26
1102,2021-04-15 20:10:00,11.6507,13.7927,11.0575,14.6391,0.5857,-25.7972,0.35335,,True,False,900,45,26
1103,2021-04-15 20:10:00,15.7171,16.4035,15.6941,18.0671,8.468,-36.9327,0.2318,,True,False,900,45,26
1104,2021-04-15 20:10:00,0.0322,4.1585,0.0223,4.5738,-4.1032,-51.3326,0.41599,,True,False,900,45,26
1105,2021-04-15 20:10:00,13.2896,9.3569,8.7161,13.8035,11.7127,120.4383,0.57095,7.151,False,True,900,45,26
1106,2021-04-15 20:10:00,0.4708,6.3783,0.1002,7.3314,-13.0499,-138.3615,1.24278,,True,False,900,45,26
1107,2022-05-31 16:00:00,18.7357,16.7563,16.7407,18.9535,11.0396,1.4963,0.08737,,True,False,900,46,80
1108,2022-05-31 16:00:00,17.2672,16.3556,16.3518,18.9718,17.9973,-19.7529,0.15811,,True,False,900,46,80
1109,2022-05-31 16:00:00,18.9074,17.111,17.0884,19.2729,7.2817,-2.3852,0.1484,,True,False,900,46,80
1110,2022-05-31 16:00:00,18.9094,17.1793,17.1646,19.2969,14.6513,-12.1129,0.099,,True,False,900,46,80
1111,2022-05-31 16:00:00,15.2917,15.6658,14.8493,18.3711,17.6337,-44.8078,0.26927,,True,False,900,46,80
1112,2022-05-31 16:00:00,18.2298,15.379,15.3732,20.4246,34.3989,15.6141,0.23865,,True,False,900,46,80
1113,2022-05-31 16:00:00,18.0045,16.875,16.5581,18.6073,7.9385,18.4889,0.23338,,True,False,900,46,80
1114,2022-05-31 16:00:00,22.0559,18.2101,18.2016,22.1902,25.9912,2.753,0.089,,True,False,900,46,80
1115,2022-05-31 16:00:00,20.3129,17.4355,17.4107,20.5812,21.0166,17.1627,0.0698,,True,False,900,46,80
1116,2022-05-31 16:00:00,21.1457,17.2759,17.2371,21.3063,27.7109,6.1994,0.09623,,True,False,900,46,80
1117,2022-05-31 16:00:00,5.5189,3.9965,3.9864,5.6231,9.4445,-3.6291,0.11191,119.6,False,True,900,46,80
1118,2022-05-31 16:00:00,7.1477,6.4217,6.4149,7.5939,5.4374,-27.0017,0.24289,,True,False,900,46,80
1119,2022-05-31 16:00:00,2.4247,2.9448,2.32,4.0768,5.0068,-65.5952,0.3195,,True,False,900,46,80
1120,2022-05-31 16:00:00,7.3008,6.642,6.6318,7.777,5.9001,-23.3882,0.21639,,True,False,900,46,80
1121,2022-05-31 16:00:00,3.5039,3.145,3.1336,4.1152,5.1301,-29.7184,0.18322,,True,False,900,46,80
1122,2022-05-31 16:00:00,5.549,5.4716,5.3133,6.4454,3.3648,-39.4095,0.26056,,True,False,900,46,80
1123,2022-05-31 16:00:00,8.7183,9.4541,8.6853,10.7604,6.1144,-73.2547,0.31461,,True,False,900,46,80
1124,2022-05-31 16:00:00,9.714,10.2019,9.6183,11.5022,6.548,-67.148,0.30463,,True,False,900,46,80
1125,2022-05-31 16:00:00,11.1444,9.0652,9.0295,11.5408,14.1594,34.4799,0.15263,,True,False,900,46,80
1126,2022-05-31 16:00:00,12.8533,14.0164,12.2679,16.2078,13.8346,-43.316,0.26575,,True,False,900,46,80
1127,2022-05-31 16:00:00,16.9775,16.0737,16.0466,17.8958,11.5555,-7.907,0.0926,,True,False,900,46,80
1128,2022-05-31 16:00:00,11.5778,14.8309,11.5567,14.9731,-15.3847,-76.8743,0.38996,,True,False,900,46,80
1129,2022-05-31 16:00:00,15.7397,16.4766,14.1362,17.7939,7.6404,-27.6463,0.20265,,True,False,900,46,80
1130,2022-05-31 16:00:00,15.0157,14.7926,10.78,16.8791,9.6722,-11.7957,0.36049,,True,False,900,46,80
1131,2022-05-31 16:00:00,13.9794,14.9629,13.9166,16.185,5.6863,-62.9145,0.25806,,True,False,900,46,80
1132,2022-05-31 16:00:00,14.9535,16.1392,14.4907,17.1066,4.701,-38.9256,0.1765,,True,False,900,46,80
1133,2022-05-31 16:00:00,6.3571,14.3926,5.8314,15.7938,1.3986,-242.9798,0.99851,,True,False,900,46,80
1134,2022-05-31 16:00:00,16.3945,16.958,16.3248,18.6979,9.9254,-59.079,0.25581,,True,False,900,46,80
1135,2022-05-31 16:00:00,16.0252,14.6214,14.6045,16.2227,9.6919,10.56,0.0387,,True,False,900,46,80
1136,2022-05-31 16:00:00,17.6258,16.0672,16.0458,18.2409,13.7389,11.6086,0.08198,,True,False,900,46,80
1137,2022-05-31 16:00:00,12.1138,14.1673,11.6071,15.6981,8.6983,-59.7363,0.30342,,True,False,900,46,80
1138,2022-05-31 16:00:00,22.3014,19.3616,19.3476,22.5825,21.0933,19.2018,0.16018,,True,False,900,46,80
1139,2022-05-31 16:00:00,22.6245,17.7914,17.7821,22.6844,30.6904,47.5201,0.2557,137.439,False,True,900,46,80
1140,2022-05-31 16:00:00,22.9379,19.5136,19.5061,23.0018,21.9338,16.0855,0.08354,,True,False,900,46,80
1141,2022-05-31 16:00:00,22.1344,17.7679,17.6769,22.615,30.2584,28.6377,0.15218,147.774,False,True,900,46,80
1142,2022-05-31 16:00:00,0.777,17.763,0.5951,22.0611,25.9339,-86.7316,1.22324,,True,False,900,46,80
1143,2022-05-31 16:00:00,9.4733,17.6454,7.3748,21.3666,22.8489,-32.35,0.74187,,True,False,900,46,80
1144,2022-05-31 16:00:00,20.8855,19.443,19.3439,21.2994,11.9408,-10.0173,0.09347,,True,False,900,46,80
1145,2022-05-31 16:00:00,20.7667,19.4303,19.4228,21.7691,14.6935,-18.577,0.14404,,True,False,900,46,80
1146,2022-05-31 16:00:00,19.0721,16.7921,16.743,20.2929,21.6431,30.5592,0.30136,,True,False,900,46,80
1147,2022-05-31 16:00:00,23.0205,19.3,19.2754,23.1496,23.7451,11.1031,0.08296,,True,False,900,46,80
1148,2022-05-31 16:00:00,22.9311,19.7198,19.5795,22.9676,23.0336,7.7898,0.10424,,True,False,900,46,80
1149,2022-05-31 16:00:00,20.5575,19.5946,19.5702,22.3503,18.8786,-23.4909,0.18517,,True,False,900,46,80
1150,2022-05-31 16:00:00,22.6534,19.24,19.148,22.6847,24.0241,0.5934,0.17782,,True,False,900,46,80
1151,2022-05-31 16:00:00,20.5046,17.9679,17.9419,20.7942,19.9241,8.8176,0.10949,,True,False,900,46,80
1152,2022-05-31 16:00:00,23.0414,19.5625,19.5479,23.3389,24.906,19.873,0.13415,,True,False,900,46,80
1153,2022-05-31 16:00:00,21.8811,19.6079,19.5787,22.1035,16.9955,-26.3315,0.18225,,True,False,900,46,80
1154,2022-05-31 16:00:00,20.0734,20.0839,19.927,22.1748,13.2316,-59.3486,0.28083,,True,False,900,46,80
1155,2022-05-31 16:00:00,19.6472,18.9047,18.8595,22.0663,21.3605,-43.0888,0.25745,,True,False,900,46,80
1156,2022-05-31 16:00:00,19.9799,19.0051,18.9662,22.0348,20.7759,-26.066,0.20111,,True,False,900,46,80
1157,2022-05-31 16:00:00,19.9935,15.7453,15.7218,22.1284,41.4755,50.6781,0.31596,142.945,False,True,900,46,80
1158,2022-05-31 16:00:00,22.4283,15.2117,15.2016,22.6379,50.8611,62.2425,0.29245,77.802,False,True,900,46,80
1159,2022-05-31 16:00:00,22.2265,17.5235,17.5148,22.4952,33.5574,33.2799,0.18112,140.383,False,True,900,46,80
1160,2022-05-31 16:00:00,22.7583,16.6196,16.5954,22.8343,40.6116,47.9753,0.20468,95.072,False,True,900,46,80
1161,2022-05-31 16:00:00,21.5801,18.6961,18.6451,21.7078,20.8069,16.4389,0.08923,,True,False,900,46,80
1162,2022-05-31 16:00:00,20.6218,18.2907,18.2555,21.0431,19.3767,8.6177,0.11014,,True,False,900,46,80
1163,2022-05-31 16:00:00,22.8771,18.7094,18.6771,23.0865,26.1669,37.545,0.21728,,True,False,900,46,80
1164,2022-05-31 16:00:00,22.8501,19.305,19.2973,22.8778,21.8839,21.7805,0.1356,,True,False,900,46,80
1165,2022-05-31 16:00:00,23.6694,20.2718,20.2489,23.7737,20.3484,19.3917,0.13145,,True,False,900,46,80
1166,2022-05-31 16:00:00,23.0508,20.6617,20.6443,23.1266,16.7785,-1.2795,0.12278,,True,False,900,46,80
1167,2022-05-31 16:00:00,21.6467,17.7874,17.7708,21.8432,27.3671,25.2345,0.13078,,True,False,900,46,80
1168,2022-05-31 16:00:00,20.8853,15.9227,15.8937,21.1249,33.423,31.1558,0.20947,120.123,False,True,900,46,80
1169,2022-05-31 16:00:00,22.2302,17.9726,17.9513,22.3357,23.7517,52.4946,0.3463,,True,False,900,46,80
1170,2022-05-31 16:00:00,23.8882,17.9172,17.9098,23.9347,36.8333,35.4974,0.19306,103.45,False,True,900,46,80
1171,2022-05-31 16:00:00,1.9279,18.2431,1.437,20.1519,6.0851,-200.4776,1.17918,,True,False,900,46,80
1172,2022-05-31 16:00:00,23.7526,17.4998,17.4796,23.817,37.8585,45.1135,0.19144,102.469,False,True,900,46,80
1173,2022-05-31 16:00:00,22.2951,18.4378,18.4331,22.7651,30.1017,9.5901,0.1843,,True,False,900,46,80
1174,2022-05-31 16:00:00,5.4341,17.4135,1.2767,20.8466,19.7338,-112.7332,0.97075,,True,False,900,46,80
1175,2022-05-31 16:00:00,23.5808,17.4514,17.4393,23.6235,40.3926,36.2755,0.17303,101.555,False,True,900,46,80
1176,2022-05-31 16:00:00,19.9601,15.8931,15.883,21.3134,37.4356,26.2192,0.22246,145.124,False,True,900,46,80
1177,2022-05-31 16:00:00,23.1247,17.8688,17.8461,23.1871,32.654,48.5792,0.17832,125.97,False,True,900,46,80
1178,2022-05-31 16:00:00,16.0211,18.5529,15.6019,21.3637,14.5998,-141.5223,0.60244,,True,False,900,46,80
1179,2022-05-31 16:00:00,18.1877,18.4916,17.7596,21.5782,20.2376,-57.437,0.33332,,True,False,900,46,80
1180,2022-05-31 16:00:00,8.9795,18.5914,1.5244,20.5704,9.4625,-122.0887,0.83303,,True,False,900,46,80
1181,2022-05-31 16:00:00,22.8791,18.4072,18.3909,22.906,27.9831,19.503,0.14822,,True,False,900,46,80
1182,2022-05-31 16:00:00,19.7587,17.3839,17.3538,21.2426,26.6854,4.2651,0.20516,,True,False,900,46,80
1183,2022-05-31 16:00:00,20.783,17.9842,17.954,20.841,14.1658,13.7296,0.11779,,True,False,900,46,80
1184,2022-05-31 16:00:00,21.3242,18.3402,18.2839,21.3868,14.2209,24.8529,0.14083,,True,False,900,46,80
1185,2022-05-31 16:00:00,21.4949,17.5218,17.4553,21.6819,22.7093,16.216,0.10944,,True,False,900,46,80
1186,2022-05-31 16:00:00,17.0002,18.5229,16.7065,20.5174,11.8505,-88.935,0.3978,,True,False,900,46,80
1187,2019-10-30 15:30:00,10.649,9.7424,8.912,10.9622,-3.0564,44.9998,0.21193,,True,False,900,47,19
1188,2019-10-30 15:30:00,10.6226,9.5776,7.994,11.0226,1.6514,4.0023,0.18618,,True,False,900,47,19
1189,2019-10-30 15:30:00,4.9238,11.1356,0.1116,11.5579,-1.2602,-52.3266,0.54069,,True,False,900,47,19
1190,2019-10-30 15:30:00,11.8958,10.2757,10.0221,12.0153,2.2284,48.7517,0.20127,,True,False,900,47,19
1191,2019-10-30 15:30:00,12.2103,10.7931,10.6239,12.3094,1.7533,34.4428,0.14697,,True,False,900,47,19
1192,2019-10-30 15:30:00,8.4755,8.1445,6.9765,8.8618,-2.1054,25.6767,0.1924,,True,False,900,47,19
1193,2019-10-30 15:30:00,9.0268,8.4769,8.1422,9.327,-0.3578,30.4689,0.12516,,True,False,900,47,19
1194,2019-10-30 15:30:00,8.564,8.3721,7.1714,8.6393,-6.9889,17.7492,0.13857,,True,False,900,47,19
1195,2019-10-30 15:30:00,9.7106,8.4,6.7375,9.8528,-4.4521,66.6052,0.51946,7.465,False,True,900,47,19
1196,2019-10-30 15:30:00,10.6541,9.4749,8.764,10.77,-1.829,24.4192,0.16928,,True,False,900,47,19
1197,2019-10-30 15:30:00,11.3346,9.9932,9.3229,11.3427,-0.7755,67.6663,0.2434,,True,False,900,47,19
1198,2019-10-30 15:30:00,10.94,10.0107,8.8881,11.1246,-4.346,4.005,0.16727,,True,False,900,47,19
1199,2019-10-30 15:30:00,11.2968,10.6848,10.5058,11.377,1.3775,23.3557,0.1076,,True,False,900,47,19
1200,2019-10-30 15:30:00,11.8483,10.9804,10.8534,11.9288,3.7384,27.4683,0.12631,,True,False,900,47,19
1201,2019-10-30 15:30:00,10.2831,10.3706,6.6826,11.0358,-5.0246,50.1228,0.48286,,True,False,900,47,19
1202,2019-10-30 15:30:00,11.3506,10.3289,9.46,11.4689,0.5677,49.3259,0.21992,,True,False,900,47,19
1203,2019-10-30 15:30:00,13.3938,10.8324,10.5827,13.5003,9.5174,38.8137,0.15551,132.905,False,True,900,47,19
1204,2019-10-30 15:30:00,11.7115,11.2797,10.9625,11.9509,-0.8492,20.3525,0.09541,,True,False,900,47,19
1205,2019-10-30 15:30:00,11.3642,11.9608,10.6383,12.0009,-5.6027,-14.6589,0.08045,,True,False,900,47,19
1206,2019-10-30 16:40:00,11.402,9.3281,8.7478,11.6675,-0.4369,74.0414,0.32378,12.962,False,True,900,48,8
1207,2019-10-30 16:40:00,12.1062,9.3376,8.6399,12.3556,2.4626,88.0564,0.43642,8.738,False,True,900,48,8
1208,2019-10-30 16:40:00,11.0666,9.1309,8.2064,11.4118,-3.2666,66.7009,0.33323,7.888,False,True,900,48,8
1209,2019-10-30 16:40:00,11.6452,9.4319,8.6451,11.9402,-3.4161,66.4296,0.29294,5.564,False,True,900,48,8
1210,2019-10-30 16:40:00,12.556,10.8402,9.3974,12.7965,-8.1475,27.0935,0.26827,3.065,False,True,900,48,8
1211,2019-10-30 16:40:00,12.8776,11.2893,10.0642,13.059,-1.3813,53.537,0.34622,,True,False,900,48,8
1212,2019-10-30 16:40:00,13.5608,11.8061,9.7206,13.7709,1.5315,59.8614,0.54875,35.811,False,True,900,48,8
1213,2019-10-30 16:40:00,12.6458,12.1163,10.181,12.788,-12.1546,62.5552,0.30969,,True,False,900,48,8
1214,2020-02-20 18:10:00,10.9237,10.6058,9.7949,11.1993,0.318,19.3533,0.15191,,True,False,900,49,32
1215,2020-02-20 18:10:00,11.6629,10.2591,10.1066,11.9838,4.2111,38.9268,0.15376,,True,False,900,49,32
1216,2020-02-20 18:10:00,11.4485,11.5196,10.8033,11.9129,-0.0028,22.2781,0.17309,,True,False,900,49,32
1217,2020-02-20 18:10:00,10.1729,10.4325,6.8965,10.7307,-16.8738,116.279,0.64685,,True,False,900,49,32
1218,2020-02-20 18:10:00,10.8752,11.1662,10.3556,11.4047,-1.1788,10.0627,0.20912,,True,False,900,49,32
1219,2020-02-20 18:10:00,11.3135,10.9691,10.5268,11.5949,-0.5716,6.5146,0.08665,,True,False,900,49,32
1220,2020-02-20 18:10:00,10.684,9.7475,8.9027,11.0039,0.4323,42.3595,0.29961,,True,False,900,49,32
1221,2020-02-20 18:10:00,6.9857,6.0476,6.0011,8.5428,15.6475,-49.7057,0.26491,,True,False,900,49,32
1222,2020-02-20 18:10:00,7.3832,7.1526,7.0501,9.4456,13.6381,-62.9069,0.35398,,True,False,900,49,32
1223,2020-02-20 18:10:00,8.1193,6.0609,6.0316,9.2966,22.7749,-33.4986,0.25177,112.856,False,True,900,49,32
1224,2020-02-20 18:10:00,7.5647,7.499,7.4081,9.4987,10.7291,-55.1826,0.29336,,True,False,900,49,32
1225,2020-02-20 18:10:00,7.3318,7.2048,7.1122,10.3457,17.1864,-85.1687,0.54229,,True,False,900,49,32
1226,2020-02-20 18:10:00,7.9802,7.0338,6.8741,10.0911,17.4258,-52.4296,0.3391,,True,False,900,49,32
1227,2020-02-20 18:10:00,6.0806,7.9646,6.0611,9.2479,-1.0757,-91.8251,0.56575,,True,False,900,49,32
1228,2020-02-20 18:10:00,6.2192,8.1846,6.1539,9.1785,-3.3614,-62.1323,0.47302,,True,False,900,49,32
1229,2020-02-20 18:10:00,6.6972,8.3715,6.6792,9.1847,-3.3574,-58.726,0.42002,,True,False,900,49,32
1230,2020-02-20 18:10:00,5.5841,8.5285,5.5041,9.7403,-7.2012,-89.4936,0.73521,,True,False,900,49,32
1231,2020-02-20 18:10:00,4.9081,6.9456,4.8174,8.3896,0.5605,-102.1083,0.59712,,True,False,900,49,32
1232,2020-02-20 18:10:00,4.4498,6.2663,4.0012,7.1772,-1.7343,-80.0434,0.46761,,True,False,900,49,32
1233,2020-02-20 18:10:00,4.8457,7.5363,4.827,8.9339,-1.1794,-122.2283,0.69563,,True,False,900,49,32
1234,2020-02-20 18:10:00,5.0857,6.9798,5.0269,7.891,-4.2191,-73.2698,0.49781,,True,False,900,49,32
1235,2020-02-20 18:10:00,5.9138,8.0071,5.8056,9.8681,4.672,-124.098,0.64198,,True,False,900,49,32
1236,2020-02-20 18:10:00,6.5706,8.9538,6.5495,10.4079,2.0273,-125.276,0.6282,,True,False,900,49,32
1237,2020-02-20 18:10:00,7.2779,4.4724,4.3678,7.3239,11.4209,46.759,0.15362,11.676,False,True,900,49,32
1238,2020-02-20 18:10:00,6.1092,4.7142,4.6734,7.2631,12.5878,48.1792,0.18142,119.635,False,True,900,49,32
1239,2020-02-20 18:10:00,6.7111,4.171,4.0581,6.9388,10.1492,32.2207,0.12306,9.951,False,True,900,49,32
1240,2020-02-20 18:10:00,5.0846,2.9519,2.9072,6.2747,19.5527,47.8734,0.16311,81.324,False,True,900,49,32
1241,2020-02-20 18:10:00,7.2096,4.4266,4.3824,7.4642,9.9217,40.2932,0.14322,8.595,False,True,900,49,32
1242,2020-02-20 18:10:00,7.2171,4.7137,4.5981,7.7489,13.2594,61.9021,0.20126,42.973,False,True,900,49,32
1243,2020-02-20 18:10:00,5.187,4.8608,4.7906,6.6486,11.4799,-30.2448,0.16881,,True,False,900,49,32
1244,2020-02-20 18:10:00,6.788,5.4869,5.4456,6.9426,8.0397,-8.0848,0.10384,,True,False,900,49,32
1245,2020-02-20 18:10:00,4.5774,4.7605,4.4473,6.8151,12.8726,-62.3571,0.31046,,True,False,900,49,32
1246,2020-03-16 10:40:00,7.0091,4.8157,4.7534,7.6686,16.0099,45.0854,0.21085,65.316,False,True,900,50,19
1247,2020-03-16 10:40:00,8.1353,4.8174,4.7958,8.961,20.2403,91.9828,0.36433,30.616,False,True,900,50,19
1248,2020-03-16 10:40:00,8.1702,4.6926,4.5706,8.867,21.0045,105.0868,0.45973,24.727,False,True,900,50,19
1249,2020-03-16 10:40:00,8.4244,5.5523,5.4673,8.94,19.1514,55.7825,0.24661,53.12,False,True,900,50,19
1250,2020-03-16 10:40:00,8.2836,4.5982,4.5706,8.9795,21.7972,101.9513,0.43533,23.607,False,True,900,50,19
1251,2020-03-16 10:40:00,6.7283,5.5332,2.9755,7.985,13.04,52.5007,0.27929,,True,False,900,50,19
1252,2020-03-16 10:40:00,7.4527,5.0564,4.9224,8.4316,18.3516,62.7187,0.2766,64.471,False,True,900,50,19
1253,2020-03-16 10:40:00,8.2473,5.8025,5.6664,8.8489,18.3082,45.6801,0.23067,70.831,False,True,900,50,19
1254,2020-03-16 10:40:00,9.3915,6.6936,6.5872,10.293,22.3812,46.9805,0.2741,77.622,False,True,900,50,19
1255,2020-03-16 10:40:00,2.6789,4.3355,2.579,5.3165,0.7606,-102.7593,0.46981,,True,False,900,50,19
1256,2020-03-16 10:40:00,5.6903,5.5368,5.0321,6.8053,5.042,-63.7684,0.33314,,True,False,900,50,19
1257,2020-03-16 10:40:00,3.5171,4.0124,3.4311,5.4909,7.2351,-80.7719,0.36509,,True,False,900,50,19
1258,2020-03-16 10:40:00,4.9142,5.4951,4.2814,7.2571,7.6123,-77.5603,0.41236,,True,False,900,50,19
1259,2020-03-16 10:40:00,3.4895,3.7521,3.3685,6.0938,13.5565,-108.5979,0.45454,,True,False,900,50,19
1260,2020-03-16 10:40:00,6.7199,4.7715,4.7319,7.2129,14.8335,24.5071,0.09961,95.123,False,True,900,50,19
1261,2020-03-16 10:40:00,6.8008,4.003,3.9188,7.1728,19.464,39.8874,0.14117,53.603,False,True,900,50,19
1262,2020-03-16 10:40:00,6.6732,5.241,5.1955,8.0273,16.0106,-37.3161,0.26312,137.964,False,True,900,50,19
