eid,Al_frac,Cr_frac,Cu_frac,Fe_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Ni_frac,Sc_frac,Si_frac,Sn_frac,Ta_frac,Ti_frac,V_frac,W_frac,Zr_frac,condition,ph1,ph2,ph3,grain_size_param_1,grain_size_param_2,flag_1,flag_2,flag_3,YM_GPa,YM_err,YS_MPa,YS_err,UTS_MPa,UTS_err,DAR_pct,DAR_err,test_mode,HV,HV_err,Mo_equivalent,Mo_equivalent_class,ref_doi,ref_key,comments
Ti-35Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.7828,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,Ti-omega,,200.0,0,1,0,72.0,2.0,382.0,13.0,560.0,25.0,36.0,6.0,tension,172.0,1.0,9.8,near,10.1016/j.jmbbm.2015.06.035,tavares2015,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.
Ti-35Nb-0.15Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169,0.0,0.0,0.0031,0.0,0.0,0.78,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,Ti-omega,,180.0,0,0,0,66.0,2.0,389.0,17.0,573.0,26.0,32.0,4.0,tension,190.0,3.0,9.8,near,10.1016/j.jmbbm.2015.06.035,tavares2015,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.
Ti-35Nb-0.35Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165,0.0,0.0,0.0072,0.0,0.0,0.7763,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,Ti-omega,,120.0,0,0,0,65.0,2.0,405.0,21.0,585.0,18.0,29.0,4.0,tension,202.0,4.0,9.8,near,10.1016/j.jmbbm.2015.06.035,tavares2015,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.
Ti-35Nb-0.55Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,0.0,0.0,0.0112,0.0,0.0,0.7726,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,Ti-omega,,80.0,0,1,0,65.0,2.0,540.0,73.0,658.0,77.0,2.0,1.0,tension,223.0,3.0,9.8,near,10.1016/j.jmbbm.2015.06.035,tavares2015,ST at 1000 deg C for 1 h and then water quenched. Elastic modulus via ultrasonic methods. Average grain size roughly approx. from Figure 7. Ti-omega assumed to be present in all samples from this study (Figure 8). Microhardness measurements from Fig. 9.
Ti-8Cr,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,120.0,0,1,0,,,662.0,,769.0,,33.0,,tension,,,12.8,meta,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.
Ti-10Cr,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,100.0,0,1,0,,,446.0,,872.0,,39.0,,tension,,,16.0,meta,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.
Ti-11.5Cr,0.0,0.1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8932,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,85.0,0,1,0,,,791.0,,858.0,,14.0,,tension,,,18.39,meta,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size roughly estimated from Fig. 1. Elastic modulus not reported.
Ti-13Cr,0.0,0.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,85.0,0,1,0,,,794.0,,830.0,,19.0,,tension,,,20.8,meta,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.
Ti-15Cr,0.0,0.1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,85.0,0,1,0,,,775.0,,814.0,,15.0,,tension,,,24.01,meta,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.
Ti-20Cr,0.0,0.1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8129,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,85.0,0,1,0,,,808.0,,822.0,,8.0,,tension,,,32.0,stable,10.1007/BF01106518,hanada1986,ST at 1100K and quenched into ice water + 10% deformation at 300K. Average grain size assumed to be equal Ti-13Cr.
Ti-12Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.9363,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,40.0,0,1,0,90.0,,550.0,,660.0,,45.0,,tension,,,12.0,meta,10.1016/j.msea.2010.03.044,sun2010,ST at 1143 K for 30 min then quenched into water. Average grain size around 40 um (Figure 1b).  
Ti-30Nb-10Ta-5Zr-0.28O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2027,0.0,0.0,0.0,0.0,0.0353,0.7274,0.0,0.0,0.0346,ST-AC,Ti-beta,Ti-alpha-dp,,2800.0,,1,1,1,57.1,,400.0,,777.0,,,,,,,10.57,meta,10.1016/j.actamat.2010.02.010,obbard2010,"Powder metallurgy, sintering and hot-swaging. Stress-relieving anneal at 850 deg C (assumed to be followed by AC, given the remaining text). YS equals Y02%. Young modulus averaged over the main elastic costants E100, E110, E111 from Table 5."
Ti-30Nb-08Ta-5Zr-0.35O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1986,0.0,0.0,0.0,0.0,0.0278,0.7413,0.0,0.0,0.0323,ST-AC,Ti-beta,Ti-alpha-dp,,3500.0,,1,1,1,53.7,,435.0,,612.0,,,,,,,10.13,meta,10.1016/j.actamat.2010.02.010,obbard2010,"Powder metallurgy, sintering and hot-swaging. Stress-relieving anneal at 850 deg C (assumed to be followed by AC, given the remaining text). YS equals Y02%. Young modulus averaged over the main elastic costants E100, E110, E111 from Table 5."
at_Ti-5Mo-3Sn-1Fe-0.4O,0.0,0.0,0.0,0.01,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.033,0.0,0.9109999999999999,0.0,0.0,0.0,ST-WQ,Ti-beta,,,1222.0,59.0,1,1,1,52.0,,740.0,,1013.0,,15.0,,tension,,,11.49,meta,10.1016/j.jallcom.2020.155391,xu2020b,Annealed at 900 deg C for 10 min then WQ. Mean grain size reported in Section 3. Numbers of samples/specimens not reported.
at_Ti-Nb-Ta-Zr-Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.21,As-cast,Ti-beta,Ti-beta2,,,,0,0,0,153.0,7.0,1390.0,75.0,,,8.0,2.0,tension,,,31.52,stable,10.1016/j.msec.2016.12.057,wang2017b,Fabrication in a water-cooled copper hearth. Young modulus obtained via nanohardness (composition of E1 = 161 GPa and E2 = 133 GPa). Error in E assumed to be the highest among errors of individual phases. Strain is an average from Fig. 5
at_Ti-8Mo-6Nb-4Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.07980000000000001,0.059300000000000005,0.0,0.0,0.0,0.0,0.0,0.8213,0.0,0.0,0.0396,ST-WQ,Ti-alpha-dp,Ti-beta,,128.0,10.0,1,0,0,72.0,,899.0,,,,12.3,,tension,,,16.4,meta,10.1016/j.jmbbm.2015.12.023,nnamchi2016,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. 
at_Ti-8Mo-5Nb-3Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.07980000000000001,0.049400000000000006,0.0,0.0,0.0,0.0,0.0,0.8411,0.0,0.0,0.0297,ST-WQ,Ti-alpha-dp,Ti-beta,,128.0,10.0,1,0,0,69.0,,947.0,,,,13.9,,tension,,,16.19,meta,10.1016/j.jmbbm.2015.12.023,nnamchi2016,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. 
at_Ti-8Mo-5Zr-3Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.07980000000000001,0.0296,0.0,0.0,0.0,0.0,0.0,0.8404,0.0,0.0,0.050199999999999995,ST-WQ,Ti-alpha-dp,Ti-beta,,128.0,10.0,1,0,0,52.0,,483.0,,,,10.7,,tension,,,15.26,meta,10.1016/j.jmbbm.2015.12.023,nnamchi2016,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. 
at_Ti-22Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,40.0,0,0,1,73.0,3.0,405.0,,694.0,,37.0,,tension,181.0,5.0,9.91,near,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 273 MPa
at_Ti-22Nb-1Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,20.0,0,0,1,87.0,2.0,452.0,,763.0,,35.0,,tension,190.0,7.0,11.47,meta,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 295 MPa
at_Ti-22Nb-1Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.01,ST-WQ,Ti-beta,Ti-alpha-dp,,,20.0,0,0,1,68.0,4.0,370.0,,629.0,,35.0,,tension,184.0,2.0,9.83,near,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 259 MPa
at_Ti-22Nb-1Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.01,0.77,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,30.0,0,0,1,72.0,4.0,401.0,,617.0,,28.0,,tension,189.0,4.0,10.36,meta,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 286 MPa
at_Ti-22Nb-1Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.01,0.0,0.77,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,50.0,0,0,1,65.0,3.0,503.0,,633.0,,27.0,,tension,203.0,4.0,9.79,near,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 328 MPa
at_Ti-22Nb-1Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.01,0.0,0.0,0.77,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,50.0,0,0,1,69.0,2.0,540.0,,634.0,,21.0,,tension,204.0,5.0,9.94,near,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 345 MPa
at_Ti-22Nb-1Fe,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,40.0,0,0,1,79.0,2.0,600.0,,820.0,,24.0,,tension,250.0,5.0,12.69,meta,10.1016/j.msea.2012.09.012,zhang2013,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 346 MPa
at_Ti-24Nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-alpha-dp,,,30.0,0,0,1,56.0,,202.0,,409.0,,27.0,,tension,,,10.64,meta,10.1016/j.msea.2011.12.103,li2012,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. "
at_Ti-24Nb-2Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.02,ST-WQ,Ti-beta,,,,30.0,0,0,1,59.0,,249.0,,487.0,,23.0,,tension,,,10.49,meta,10.1016/j.msea.2011.12.103,li2012,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. "
at_Ti-24Nb-4Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.04,ST-WQ,Ti-beta,,,,30.0,0,0,1,60.0,,417.0,,542.0,,22.0,,tension,,,10.33,meta,10.1016/j.msea.2011.12.103,li2012,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. "
at_Ti-23Nb-2Zr-0.7Ta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.006999999999999999,0.743,0.0,0.0,0.02,ST-WQ,Ti-beta,Ti-alpha-dp,,,50.0,1,0,1,55.0,,280.0,,400.0,,33.0,,tension,,,10.43,meta,10.1016/j.actamat.2011.06.006,besse2011,ST at 850 deg C for 0.5 h in the beta-phase field and quenched in water. Average grain size roughly estimated from Fig. 1.
at_Ti-23Nb-2Zr-0.7Ta-1.2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.006999999999999999,0.743,0.0,0.0,0.02,ST-WQ,Ti-beta,,,3219.0,30.0,1,0,1,60.0,,830.0,,880.0,,14.0,,tension,,,10.43,meta,10.1016/j.actamat.2011.06.006,besse2011,ST at 850 deg C for 0.5 h in the beta-phase field and quenched in water. Average grain size roughly estimated from Fig. 1.
at_Ti-12Ta-9Nb-6Zr-3V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.12,0.7,0.03,0.0,0.06,ST-WQ,Ti-beta,,,3500.0,,1,1,1,71.2,,849.0,,,,19.1,,tension,,,11.54,meta,10.1126/science.1081957,saito2003,Data extracted from Figure 1a
Ti-2Mo-2Al-2Fe,0.042699999999999995,0.0,0.0,0.0175,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.8917,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,540.0,75.0,1,1,0,,,670.0,,,,,,,300.0,,12.74,meta,10.1016/j.msea.2015.08.028,li2015,"ST at 850 deg C for 1 h. Grain size from the text (ref. Fig. 2). Cylindrical tensile specimens 6 x 30 mm, 5.10E-4 (s-1) strain rate. Stress-strain curves not reported, thus, it is impossible to infer Young or UTS."
Ti-6Cr-3Sn,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.9311,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,300.0,0,0,1,,,294.0,,585.0,,41.0,,tension,260.0,4.0,9.6,near,10.2320/matertrans.M2011153,wadood2011,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.
Ti-7Cr-3Sn,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.9216,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,300.0,0,0,1,,,390.0,,639.0,,16.0,,tension,270.0,3.0,11.2,meta,10.2320/matertrans.M2011153,wadood2011,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.
Ti-8Cr-3Sn,0.0,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.9120999999999999,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,300.0,0,0,1,,,439.0,,620.0,,11.0,,tension,272.0,5.0,12.8,meta,10.2320/matertrans.M2011153,wadood2011,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.
Ti-9Cr-3Sn,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.9026000000000001,0.0,0.0,0.0,ST-WQ,Ti-beta,,,,300.0,0,0,1,,,420.0,,622.0,,13.0,,tension,275.0,9.0,14.4,meta,10.2320/matertrans.M2011153,wadood2011,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.
Ti-7Mo-3Cr,0.0,0.0287,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,,0,1,0,,,563.0,,887.0,,46.0,,tension,,,11.8,meta,10.1016/j.scriptamat.2018.10.043,gao2018,Mechanical properties roughly estimated from Fig. 3
Ti-7Mo-3Cr,0.0,0.0287,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,ST-AC,Ti-beta,Ti-omega,,,,0,1,0,,,961.0,,961.0,,0.0,,tension,,,11.8,meta,10.1016/j.scriptamat.2018.10.043,gao2018,Mechanical properties roughly estimated from Fig. 3
Ti-7Mo-3Cr-1Fe,0.0,0.028399999999999998,0.0,0.0088,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.9268000000000001,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,50.0,0,1,0,,,648.0,,924.0,,25.0,,tension,,,14.55,meta,10.1016/j.scriptamat.2018.10.043,gao2018,Average grain size roughly estimated from Fig. S1.
Ti-7Mo-3Cr-1Fe,0.0,0.028399999999999998,0.0,0.0088,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.9268000000000001,0.0,0.0,0.0,ST-AC,Ti-beta,Ti-omega,,,50.0,0,1,0,,,1210.0,,1245.0,,15.0,,tension,,,14.55,meta,10.1016/j.scriptamat.2018.10.043,gao2018,Average grain size roughly estimated from Fig. S1.
Ti-34Nb-8Zr-1Fe,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.7193,0.0,0.0,0.05,ST-WQ,Ti-beta,,,1600.0,87.0,1,1,0,49.0,2.0,552.0,11.0,760.0,13.0,21.0,,tension,,,12.19,meta,10.3390/ma14133467,nocivin2021,Data from the homogenized sample - ST at 950 deg C for 20 min then WQ. Hardness not reported. Grain size roughly estimated from Fig. 4
Ti-12Mo,0.0,0.0,0.0,0.0002,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.9361,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,600.0,39.0,1,1,0,84.0,3.0,480.0,,974.0,,40.0,,tension,,,12.06,meta,10.1080/21663831.2017.1350211,sun2017,Elastic modulus from the tensile tests (rectangular samples 4 x 0.5 mm). UTS estimated from Fig. 3. Average grain size roughly estimated from Fig. 4. Hardness not reported. 
Ti-37Ta-26Hf-13Zr,0.0,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057,0.5044,0.0,0.0,0.1434,As-cast,Ti-beta,Ti-omega,,,355.0,0,0,0,79.0,3.0,1001.0,108.0,1001.0,108.0,1.6,,tension,381.0,8.0,8.14,near,10.1038/srep37901,lin2016,Phases inferred from the analysis of  alloy id-232. Deformation from Figure S3.
Ti-40Ta-22Hf-12Zr,0.0,0.0,0.0,0.0,0.12060000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21630000000000002,0.5376000000000001,0.0,0.0,0.12550000000000003,As-cast,Ti-beta,Ti-omega,,,335.0,0,0,0,72.0,2.0,1132.0,29.0,1160.0,28.0,2.8,,tension,375.0,6.0,8.8,near,10.1038/srep37901,lin2016,Phases inferred from the analysis of  alloy id-232. Deformation from Figure S3.
Ti-45Ta-18Hf-10Zr,0.0,0.0,0.0,0.0,0.10138986101389862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444755524447555,0.5463453654634536,0.0,0.0,0.1077892210778922,As-cast,Ti-beta,Ti-omega,,,341.0,0,1,0,77.0,3.0,1114.0,61.0,1173.0,45.0,2.4,,tension,360.0,6.0,9.9,near,10.1038/srep37901,lin2016,Deformation from Figure S3.
Ti-10V-2Fe-3Al,0.05249475052494751,0.0,0.0,0.016098390160983904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8406159384061594,0.09079092090790922,0.0,0.0,ST-AC,Ti-beta,Ti-alpha-p,Ti-alpha-dp,1100.0,300.0,1,0,1,,,1050.0,,1300.0,,-33.0,,compression,,,9.09,near,10.1179/174328408X385773,neelakantan2009,ST at 900 deg C for 60 min then He gas quenched at 10 deg C/min (Sample A). YS = second yield from Fig. 4. Sample evaluated in compression
Ti-9Mo-6W,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.9335,0.0,0.0172,0.0,ST-WQ,Ti-beta,Ti-omega,,,3.5,0,1,0,,,692.0,,1115.0,,33.5,,tension,,,11.64,meta,10.1038/s41598-018-25899-3,gao2018b,"Sample 820-5M (ST at 820 deg C for 5 min, WQ). Grain size assumed to be an average between 1-6 um. Tensile samples with a gauge dimension of 3 mm x 12.5 mm x 1.5 mm"
Ti-12Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.9362999999999999,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,,,0,1,0,,,400.0,,550.0,,35.0,,tension,,,12.0,meta,10.1038/s41598-018-37865-0,mantri2019,"ST at 900 deg C for 30 min then WQ. Grain size not reported.Dog-bone shaped tensile specimens of gage length ~5 mm, width ~1 mm and thickness ~0.8 mm were used for the mechanical testing,"
Ti-5Cu,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619,0.0,0.0,0.0,As-cast,Ti-alpha,Ti2Cu,,,,0,1,0,115.0,,791.0,32.0,890.0,13.0,1.4,0.2,tension,318.0,21.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-5Cu,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti2Cu,,,,0,1,0,120.0,,592.0,8.0,648.0,45.0,3.8,2.6,tension,239.0,21.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-7Cu,0.0,0.0,0.054400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456,0.0,0.0,0.0,As-cast,Ti-alpha,Ti2Cu,,,,0,1,0,118.0,,863.0,57.0,895.0,68.0,0.1,0.1,tension,333.0,12.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-7Cu,0.0,0.0,0.054400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti2Cu,,,,0,1,0,112.0,,522.0,46.0,660.0,52.0,3.5,0.8,tension,224.0,16.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-15Cu,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826999999999999,0.0,0.0,0.0,As-cast,Ti-alpha,Ti2Cu,,,,0,1,0,120.0,,666.0,97.0,666.0,97.0,0.0,0.0,tension,382.0,29.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-15Cu,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826999999999999,0.0,0.0,0.0,ST-FC,Ti-alpha,Ti2Cu,,,,0,1,0,121.0,,541.0,57.0,676.0,39.0,2.9,0.4,tension,224.0,9.0,0.0,rich,10.1016/j.matdes.2013.10.050,hayama2014,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. 
Ti-15Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,1050.0,130.0,1,1,0,,,439.0,,714.0,,49.0,,tension,,,15.36,meta,10.1016/j.msea.2009.12.050,min2010,St at 900 deg C for 1 g then WQ. Oxygen content from Table 1. 
Ti-15Mo-1Fe,0.0,0.0,0.0,0.010594059405940595,0.0,0.0,0.08217821782178218,0.0,0.0,0.0,0.0,0.0,0.0,0.9072277227722771,0.0,0.0,0.0,ST-WQ,Ti-beta,Ti-omega,,920.0,130.0,1,1,0,,,837.0,,837.0,,19.0,,tension,,,18.5,meta,10.1016/j.msea.2009.12.050,min2010,St at 900 deg C for 1 g then WQ. Oxygen content from Table 1. 
