curve_id,specimen_mark,specimen_type,surface_treatment,load_mode,fully_reversed,stress_amplitude_MPa,cycles,is_runout,point_comment
111,34,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,500.0,42203,False,
111,35,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,485.0,102511,False,
111,42,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,475.0,141603,False,
111,45,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,475.0,173808,False,
111,49,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,450.0,2175861,True,
111,51,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,485.0,61777,False,
111,56,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,425.0,7137087,True,
112,13,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,346.0,5657738,True,
112,17,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,345.0,4273063,False,
112,19,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,340.0,1502308,False,
112,38,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,350.0,788823,False,
112,40,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,360.0,3156184,False,
112,46,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,354.0,223770,False,
112,54,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,354.0,1839930,False,
112,6,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,360.0,257656,False,
112,7,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,360.0,156149,False,
113,15,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,665.0,52184,False,
113,21,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,725.0,21443,False,
113,26,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,550.0,856904,False,
113,3,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,600.0,93913,False,
113,32,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,600.0,94019,False,
113,37,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,690.0,28392,False,
113,43,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,690.0,36481,False,
113,44,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,650.0,74415,False,
113,53,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,550.0,164221,False,
113,8,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,555.0,220183,False,
114,14,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,625.0,291838,False,
114,16,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,600.0,293691,False,
114,22,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,675.0,62142,False,
114,23,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,585.0,425498,False,
114,25,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,570.0,5007147,True,
114,31,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,585.0,365677,False,
114,48,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,600.0,249638,False,
114,5,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,675.0,29772,False,buckling?
114,50,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,705.0,12647,False,buckling?
114,55,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,625.0,164923,False,
114,9,"solid bar, circular, unnotched",as heat-treated (no additional finishing),push-pull,False,705.0,11421,False,buckling?
